13:28:51.663 377980.65
13:28:51.707 377981.84
13:28:51.752 377983.56
13:28:51.796 377984.78
13:28:51.840 377984.15
13:28:51.885 377984.65
13:28:51.929 377985.12
13:28:51.974 377985.34
13:28:52.019 377986.28
13:28:52.062 377986.03
----------------------------------------------
13:28:52.107 377986.31
13:29:18.330 378003.62
13:29:18.374 378004.56
13:29:18.418 378010.56
13:29:18.462 378009.09
13:29:18.507 378009.43
13:29:18.551 378005.43
13:29:18.596 378004.71
13:29:18.640 378003.21
13:29:18.684 378003.53
13:29:18.729 378001.78
13:29:18.774 378001.31
13:29:18.818 378001.84
13:29:18.862 378004.00
13:29:18.906 378004.00
13:29:18.950 378006.62
13:29:18.995 378008.37
13:29:19.039 378010.09
13:29:19.084 378012.78
13:29:19.128 378014.37
13:29:19.172 378012.96
13:29:19.217 378011.75
13:29:19.261 378009.15
13:29:19.306 378007.59
13:29:19.350 378015.50
13:29:19.394 378015.06
13:29:19.438 378017.96
13:29:19.482 378016.31
13:29:19.527 378015.68
13:29:19.571 378018.18
13:29:19.616 378013.81
13:29:19.660 378013.90
13:29:19.709 378010.09
13:29:19.749 378006.87
13:29:19.793 378009.25
13:29:19.837 378009.96
13:29:19.971 378009.62
13:29:20.015 378009.34
13:29:20.059 378011.40
13:29:20.103 378012.06
13:29:20.148 378012.56
13:29:20.192 378012.15
13:29:20.236 378011.34
13:29:20.281 378012.03
13:29:20.325 378011.93
----------------------------------------------------
13:29:20.414 378012.68
13:29:20.458 378012.71
13:29:20.503 378013.71
13:29:20.547 378012.21
------------------------------------------------------
13:29:57.434 378047.15
13:29:57.478 378060.06
13:29:57.523 378057.37
13:29:57.567 378048.56
13:29:57.611 378053.09
13:29:57.656 378064.71
13:29:57.700 378059.53
13:29:57.744 378058.75
13:29:57.789 378037.81
13:29:57.833 378023.96
13:29:57.878 378042.68
13:29:57.922 378046.09
13:29:57.966 378049.31
13:29:58.011 378052.28
13:29:58.055 378055.71
13:29:58.099 378057.03
13:29:58.144 378056.40
13:29:58.188 378053.96
13:29:58.232 378054.56
13:29:58.277 378051.37
13:29:58.321 378064.68
13:29:58.365 378077.75
13:29:58.410 378070.43
13:29:58.454 378056.87
13:29:58.498 378066.15
13:29:58.543 378062.87
13:29:58.587 378058.96
13:29:58.632 378055.53
13:29:58.676 378052.78
13:29:58.720 378054.59
13:29:58.765 378054.71
13:29:58.809 378054.71
13:29:58.853 378055.46
13:29:58.898 378054.62
13:29:58.942 378052.28
13:29:58.987 378055.03
13:29:59.031 378058.90
13:29:59.075 378063.71
13:29:59.119 378064.09
-----------------------------------------------------
13:30:42.564 378035.93
13:30:42.609 378030.78
13:30:42.653 378031.00
13:30:42.697 378031.90
13:30:42.741 378033.46
13:30:42.786 378036.03
13:30:42.830 378038.25
13:30:42.874 378040.46
13:30:42.919 378040.78
13:30:42.963 378042.00
13:30:43.007 378041.43
13:30:43.052 378039.90
13:30:43.096 378037.56
13:30:43.140 378038.65
13:30:43.185 378038.84
13:30:43.229 378040.06
13:30:43.273 378041.21
13:30:43.318 378040.68
13:30:43.362 378038.50
13:30:43.406 378034.53
13:30:43.451 378038.31
13:30:43.495 378042.46
13:30:43.540 378043.31
13:30:43.584 378044.90
13:30:43.628 378045.25
13:30:43.673 378046.56
13:30:43.717 378046.71
13:30:43.761 378043.31
13:30:43.806 378041.37
13:30:43.850 378032.50
13:30:43.894 378020.87
13:30:43.939 378015.43
13:30:43.983 378022.68
13:30:44.027 378026.37
13:30:44.072 378028.18
13:30:44.116 378023.75
13:30:44.160 378031.84
13:30:44.205 378034.28
13:30:44.249 378033.75
13:30:44.293 378038.90
13:30:44.338 378039.62
13:30:44.382 378039.56
---------------------------------------------
13:30:44.427 378036.93
13:30:44.471 378037.25
13:30:44.515 378036.90
13:30:44.560 378037.03
13:30:44.604 378023.53
13:30:44.648 377986.68
13:30:44.693 378029.37
13:30:44.737 378036.09
13:30:44.781 378040.18
13:30:44.826 378042.71
13:30:44.870 378045.00
13:30:44.914 378047.00
13:30:44.959 378049.18
13:30:45.003 378049.06
13:30:45.047 378047.31
13:30:45.092 378045.25
13:30:45.136 378042.03
13:30:45.180 378042.53
