0 378047.00
1 378038.25
2 378056.40
3 378012.21
4 378007.59
5 378004.00
6 378001.84
7 377986.28
8 377980.65

---------------
9 377883.81
10 377876.31
11 377873.00
12 377864.43
13 377856.68
